Time_Stamp,Year,Month,Response_ID,Hunger_Experience,Moving_Times,Self_Confidence,Hometown,Age,Parental_Income,Race_Ethnicity,School_Year,Transfer_Student,College,Gender_Identity,Sex,Living_Location,
9/26/2021 20:23,2021,September,463,No,0,Agree slightly,"Deerfield, Illinois 60015",20,"$175,000 - $299,999",White (of European descent),3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/19/2021 21:26,2021,September,464,,,,,,,,,,,,,,
9/26/2021 21:32,2021,September,465,No,1,Agree slightly,"Rochester, NY 14625",19,"$100,000 - $174,999",White (of European descent),2nd year undergraduate,No,College of Engineering,Woman,Female,On campus,
9/27/2021 20:07,2021,September,466,No,1,Don't know / not applicable,"Litte Falls, New Jersey 07424",23,"$100,000 - $174,999",Black,4th year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
9/20/2021 21:39,2021,September,467,,,,,,,,,,,,,,
9/27/2021 22:48,2021,September,468,No,1,Agree somewhat,"Madison, Wisconsin 53719",20,"$175,000 - $299,999",Asian,3rd year undergraduate,No,College of Engineering,Woman,Female,On campus,
9/28/2021 14:25,2021,September,469,No,4,Don't know / not applicable,"Beijing, China, 10040",18,"$100,000 - $174,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
9/28/2021 16:15,2021,September,470,No,3,Agree slightly,"LA, CA, 90007",21,"$100,000 - $174,999",Asian,3rd year undergraduate,Yes,College of Human Ecology,Woman,Female,Off campus,
9/28/2021 17:40,2021,September,471,Yes,3,Don't know / not applicable,"Changchun, Jilin Province, China",19,"$60,000 - $99,999",Asian,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
9/28/2021 18:38,2021,September,472,No,1,Agree slightly,"nyc, ny 10028",20,"$175,000 - $299,999",White (of European descent),3rd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
9/28/2021 13:18,2021,September,473,No,2,Agree strongly,"Southborough, Massachusetts 01772",19,"$100,000 - $174,999",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
9/29/2021 10:21,2021,September,474,No,6,Agree somewhat,"Alexandria, Virginia 22306",20,"$60,000 - $99,999","White (of European descent),Black",3rd year undergraduate,Yes,School of Industrial and Labor Relations,Woman,Female,Off campus,
9/29/2021 12:59,2021,September,475,No,0,Agree somewhat,"New York, NY 10021",20,"$500,000 - $749,999",White (of European descent),3rd year undergraduate,Yes,School of Industrial and Labor Relations,Woman,Female,Off campus,
9/29/2021 12:11,2021,September,476,No,0,Don't know / not applicable,California (Bay Area),21,"$175,000 - $299,999",Asian,4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/30/2021 10:04,2021,September,477,No,5,Agree slightly,"Hong Kong, China",18,"$300,000 - $499,999",Asian,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
9/30/2021 9:29,2021,September,478,Yes,1,Disagree slightly,"Wayne, PA 19087",20,"$300,000 - $499,999",White (of European descent),3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/30/2021 14:27,2021,September,479,No,2,Disagree slightly,"Cleveland, OH 44120",20,"$60,000 - $99,999","White (of European descent),Middle Eastern",3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
9/30/2021 15:36,2021,September,480,No,3,Disagree slightly,VA 20155,21,"$175,000 - $299,999",Asian,4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
9/23/2021 17:55,2021,September,481,,,,,,,,,,,,,,
9/30/2021 17:38,2021,September,482,No,4,Agree somewhat,"New York, New York, 10022",20,"$175,000 - $299,999","White (of European descent),Asian",3rd year undergraduate,Yes,College of Human Ecology,Woman,Female,Off campus,
9/24/2021 10:12,2021,September,483,,,,,,,,,,,,,,
10/1/2021 10:39,2021,October,484,No,1,Agree slightly,"Bridgewater, New Jersey, 08807",18,"More than $750,000",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
10/1/2021 14:21,2021,October,485,No,7,Agree slightly,"Miami, Fl 33133",22,"$175,000 - $299,999",White (of European descent),4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
10/2/2021 19:48,2021,October,486,No,3,Agree slightly,"ithaca, new york 14850",20,"$100,000 - $174,999",Asian,3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
10/2/2021 22:47,2021,October,487,No,5,Don't know / not applicable,"Seoul, Republic of Korea 06067",21,"$500,000 - $749,999",Asian,3rd year undergraduate,Yes,College of Human Ecology,Woman,Female,On campus,
10/3/2021 12:15,2021,October,488,No,0,Agree somewhat,"Edison, New Jersey 08820",21,"$175,000 - $299,999",Asian,4th year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
10/3/2021 12:58,2021,October,489,No,1,Don't know / not applicable,"Cresskill, New Jersey, 07626",20,"$60,000 - $99,999",White (of European descent),3rd year undergraduate,Yes,College of Human Ecology,Woman,Female,Off campus,
10/3/2021 12:36,2021,October,490,No,5,Agree strongly,"Hermosa, South Dakota, 57744",18,"Below $40,000",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
10/3/2021 15:35,2021,October,491,No,0,Don't know / not applicable,"Baltimore, MD 21204",23,"More than $750,000",White (of European descent),2nd year undergraduate,Yes,SC Johnson College of Business,Woman,Female,Off campus,
10/4/2021 12:51,2021,October,492,No,1,Agree slightly,"Bellerose Village, NY 11001",18,"$500,000 - $749,999","White (of European descent),Asian,Mixed Race",1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
10/4/2021 19:59,2021,October,493,No,1,Agree somewhat,"Broomall, PA, 19008",21,"$300,000 - $499,999",White (of European descent),3rd year undergraduate,No,SC Johnson College of Business,Man,Male,Off campus,
9/28/2021 9:15,2021,September,494,No,,Agree slightly,,,,,,,,,,,
9/28/2021 12:55,2021,September,495,,,,,,,,,,,,,,
9/28/2021 17:03,2021,September,496,,,Disagree slightly,,,,,,,,,,,
10/5/2021 20:15,2021,October,497,No,1,Disagree somewhat,"Briarcliff Manor, NY 10510",20,"More than $750,000",White (of European descent),3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
9/29/2021 8:46,2021,September,498,,,,,,,,,,,,,,
9/29/2021 8:43,2021,September,499,,2,,,,,,,,,,,,
9/29/2021 19:59,2021,September,500,,,,,,,,,,,,,,
10/6/2021 23:09,2021,October,501,No,5,Agree slightly,"Newhall, Ca 91321",22,"$40,000 - $59,999",White (of European descent),4th year undergraduate,No,College of Engineering,Woman,Female,Off campus,
9/30/2021 10:57,2021,September,502,,,,,,,,,,,,,,
9/30/2021 10:05,2021,September,503,No,0,Don't know / not applicable,"Huntington Station, New York 11746",21,"$100,000 - $174,999",White (of European descent),4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
10/7/2021 16:06,2021,October,504,No,4,Agree slightly,"Los Angeles, California, 90024",19,"$500,000 - $749,999","Hispanic,Middle Eastern",2nd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
10/8/2021 7:04,2021,October,505,No,1,Disagree slightly,"Nanjing, Jiangsu 210005",18,"$175,000 - $299,999",Asian,1st year undergraduate,No,"College of Architecture, Art and Planning",Man,Male,On campus,
10/9/2021 12:44,2021,October,506,No,0,Don't know / not applicable,"Harrison, New York 10604",20,"$300,000 - $499,999",White (of European descent),3rd year undergraduate,No,SC Johnson College of Business,Man,Male,On campus,
10/9/2021 21:56,2021,October,507,No,7,Agree slightly,"Rye Brook, New York 10573",20,"More than $750,000",Asian,3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
10/10/2021 12:35,2021,October,508,No,1,Agree slightly,"Fairport, New York 14450",20,"$60,000 - $99,999",White (of European descent),3rd year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
10/11/2021 22:45,2021,October,509,No,2,Disagree slightly,"Albany, New York 12189",21,"$100,000 - $174,999",Asian,4th year undergraduate,Yes,SC Johnson College of Business,Man,Male,On campus,
10/12/2021 13:06,2021,October,510,No,3,Agree slightly,"New York, New York 10038",18,"$500,000 - $749,999",Asian,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
10/12/2021 19:14,2021,October,511,No,2,Don't know / not applicable,"Narberth, Pennsylvania 19072",21,"$500,000 - $749,999","White (of European descent),Pacific Islander",4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
10/12/2021 21:24,2021,October,512,No,0,Disagree somewhat,Pleasantville ,19,"$175,000 - $299,999",White (of European descent),2nd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
10/13/2021 1:48,2021,October,513,No,3,Don't know / not applicable,"Seoul, Seo Cho 06547",21,"More than $750,000",Asian,2nd year undergraduate,No,SC Johnson College of Business,Man,Male,Off campus,
10/13/2021 13:29,2021,October,514,No,"1 (but when my family was renovating my house we briefly moved into another house in the same town then moved back, so if that counts as moving then 3 times)",Don't know / not applicable,"Chappaqua, New York 10514",18,"$100,000 - $174,999",White (of European descent),1st year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
10/13/2021 17:51,2021,October,515,No,2,Don't know / not applicable,"Flushing, New York 11354",19,"Below $40,000",Asian,2nd year undergraduate,No,College of Engineering,Woman,Female,On campus,
10/13/2021 19:50,2021,October,516,No,0,Disagree somewhat,"ny, ny",22,"$40,000 - $59,999",Asian,3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
10/14/2021 7:41,2021,October,517,No,0,Disagree somewhat,"East Harlem, New York 10029",18,"Below $40,000",Hispanic,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
10/14/2021 9:40,2021,October,518,No,0,Agree somewhat,"New York City, New York 10024",18,"$100,000 - $174,999",White (of European descent),2nd year undergraduate,Yes,College of Arts and Sciences,Man,Male,On campus,
10/14/2021 12:55,2021,October,519,No,5,Agree slightly,Flushing New York 11355,18,"$40,000 - $59,999",Asian,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
10/14/2021 19:24,2021,October,520,No,1,Agree somewhat,"Oakton, VA 22124",21,"$300,000 - $499,999",Mixed Race,4th year undergraduate,Yes,College of Agriculture and Life Sciences,Woman,Female,On campus,
10/15/2021 15:27,2021,October,521,No,3,Don't know / not applicable,"Chicago, IL 60608",19,"Below $40,000",Hispanic,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
10/14/2021 13:57,2021,October,522,No,7,Agree strongly,"Cohasset, Massachuessetts, 02025",20,"$175,000 - $299,999",White (of European descent),3rd year undergraduate,No,School of Industrial and Labor Relations,Man,Male,Off campus,
10/17/2021 14:55,2021,October,523,Yes,0,Disagree somewhat,"Whitestone, New York 11357",19,"$100,000 - $174,999",Asian,3rd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
10/17/2021 20:59,2021,October,524,No,2,Agree somewhat,"Hong Kong, Hong Kong",18,"More than $750,000",Asian,1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
10/18/2021 13:36,2021,October,525,No,7,Agree slightly,"Westchester, NY",19,"$500,000 - $749,999",White (of European descent),2nd year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,On campus,
10/18/2021 14:07,2021,October,526,No,1,Agree slightly,"Ithaca, NY 14850",20,"Below $40,000","White (of European descent),Hispanic",3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
10/18/2021 18:10,2021,October,527,No,0,Agree slightly,"North Bethesda, MD, 20852",22,"$500,000 - $749,999","White (of European descent),Black,Mixed Race",4th year undergraduate,Yes,College of Agriculture and Life Sciences,Woman,Female,Off campus,
10/18/2021 19:46,2021,October,528,No,1,Agree slightly,"Los Angeles, California, 90048",18,"$175,000 - $299,999","White (of European descent),Middle Eastern",1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
10/18/2021 20:47,2021,October,529,Yes,2,Agree strongly,"Brooklyn, NYC 11201",18,"Below $40,000",Asian,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
10/12/2021 12:59,2021,October,530,,,,,,,,,,,,,,
10/19/2021 18:43,2021,October,531,No,0,Agree slightly,"Green Township, NJ 07821",18,"$175,000 - $299,999","White (of European descent),Hispanic",1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
10/12/2021 20:43,2021,October,532,,2,Agree slightly,,,,,,,,,,,
10/19/2021 19:41,2021,October,533,No,3,Agree somewhat,Windsor CT 06095,20,"More than $750,000",Asian,2nd year undergraduate,No,SC Johnson College of Business,Woman,Female,On campus,
10/19/2021 20:38,2021,October,534,No,0,Agree slightly,Staten Island NY 10309,21,"Below $40,000","White (of European descent),Hispanic",4th year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
10/20/2021 8:22,2021,October,535,No,3,Agree slightly,"Shanghai, China, 200060",18,"$500,000 - $749,999",Asian,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
10/19/2021 15:46,2021,October,536,No,0,Agree slightly,"Port Charlotte, FL 33954",20,"More than $750,000","Black,Unknown",3rd year undergraduate,No,School of Industrial and Labor Relations,Woman,Female,Off campus,
10/20/2021 11:15,2021,October,537,No,0,Don't know / not applicable,"San Francisco, California 94118",18,"$300,000 - $499,999","Hispanic,Asian,Mixed Race",1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
10/20/2021 8:16,2021,October,538,No,3,Agree strongly,"Newnan, Georgia 30263",18,"$100,000 - $174,999",White (of European descent),1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
10/13/2021 18:08,2021,October,539,,,,,,,,,,,,,,
10/21/2021 12:16,2021,October,540,No,3,Disagree slightly,"wanaque, new jersey 07465",19,"$175,000 - $299,999",Black,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
10/14/2021 23:17,2021,October,541,,,,,,,,,,,,,,
10/23/2021 17:42,2021,October,542,Yes,1,Agree slightly,"Bethlehem, Connecticut 06751",21,"$60,000 - $99,999",White (of European descent),4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
10/24/2021 12:54,2021,October,543,No,1,Agree slightly,"Songdo, Incheon, 22003",18,"More than $750,000",Asian,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
10/24/2021 19:06,2021,October,544,No,0,Disagree strongly,"Bronxville, NY, 10708",20,"More than $750,000",White (of European descent),3rd year undergraduate,No,SC Johnson College of Business,Woman,Female,Off campus,
10/17/2021 20:27,2021,October,545,No,2,,,,,,,,,,,,
10/24/2021 20:47,2021,October,546,No,2,Agree somewhat,"Ithaca, NY 14850",36,"$40,000 - $59,999",White (of European descent),1st year undergraduate,Yes,College of Agriculture and Life Sciences,Woman,Female,Off campus,
10/25/2021 11:18,2021,October,547,No,1,Agree somewhat,"Melville, NY 11747",20,"More than $750,000",White (of European descent),4th year undergraduate,No,School of Industrial and Labor Relations,Woman,Female,Off campus,
10/25/2021 13:13,2021,October,548,No,2,Don't know / not applicable,"Houston, Texas, 77059",20,"$175,000 - $299,999",Asian,3rd year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,Off campus,
10/25/2021 13:04,2021,October,549,No,1,Agree somewhat,"San Diego, California 92173",18,"Below $40,000",Hispanic,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
10/25/2021 17:37,2021,October,550,No,0,Agree slightly,"Rochester, New York 14618",18,"$60,000 - $99,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
10/18/2021 19:40,2021,October,551,,,,,,,,,,,,,,
10/25/2021 20:46,2021,October,552,Yes,0,Agree somewhat,"Southbury, CT 06488",22,"$500,000 - $749,999",White (of European descent),4th year undergraduate,Yes,College of Human Ecology,Woman,Female,Off campus,
10/26/2021 8:33,2021,October,553,No,7,Disagree slightly,"New Brunswick, NJ 08901",18,"Below $40,000",Asian,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
10/26/2021 18:29,2021,October,554,No,0,Disagree somewhat,"Addis Ababa, Ethiopia",19,"Below $40,000",Black,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
10/27/2021 10:06,2021,October,555,No,0,Agree strongly,"Washington, DC 20008",21,"More than $750,000",Hispanic,4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
10/27/2021 15:01,2021,October,556,No,1,Agree somewhat,"Bloomingdale, Illinois, 60108",19,"$300,000 - $499,999",Asian,2nd year undergraduate,No,College of Human Ecology,Man,Male,Off campus,
10/28/2021 10:57,2021,October,557,No,0,Agree slightly,"Miami, FL 33015",20,"$40,000 - $59,999",Black,3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
10/28/2021 20:22,2021,October,558,No,1,Agree strongly,"Shanghai, Shanghai 201102",20,"$300,000 - $499,999",Asian,3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
10/29/2021 12:30,2021,October,559,Yes,3,Agree slightly,Lake Orion,20,"$60,000 - $99,999",White (of European descent),3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
10/29/2021 18:08,2021,October,560,No,1,Don't know / not applicable,"Watertown, MA",20,"$175,000 - $299,999",White (of European descent),3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
10/30/2021 13:25,2021,October,561,No,4,Agree slightly,"New York, NY 10010",19,"$500,000 - $749,999",White (of European descent),2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
10/31/2021 14:22,2021,October,562,No,2,Agree somewhat,"Norton, MA 02766",20,"$100,000 - $174,999",Asian,3rd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
10/31/2021 15:05,2021,October,563,No,0,Agree slightly,"Miami, Florida 33134",18,"Below $40,000",Hispanic,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/1/2021 11:29,2021,November,564,No,0,Don't know / not applicable,"Atlanta, Georgia 30327",18,"$175,000 - $299,999",White (of European descent),1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
10/21/2021 11:29,2021,October,565,,,,,,,,,,,,,,
10/20/2021 23:40,2021,October,566,,4,Disagree slightly,,,,,,,,,,,
11/1/2021 20:20,2021,November,567,No,2,Agree slightly,"Mason, OH 45040",19,"$100,000 - $174,999",Asian,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/2/2021 13:16,2021,November,568,No,3,Disagree somewhat,"Highland Park, Illinois 60035",21,"More than $750,000",White (of European descent),4th year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
11/2/2021 14:09,2021,November,569,No,0,Disagree slightly,"Essex, Vermont 05452",18,"$175,000 - $299,999",White (of European descent),1st year undergraduate,No,College of Human Ecology,Man,Male,On campus,
11/2/2021 14:36,2021,November,570,Yes,0,Agree strongly,"Bronx, NY 10462",20,"$40,000 - $59,999","White (of European descent),Black,Hispanic",3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
11/2/2021 8:07,2021,November,571,No,9,Agree somewhat,"New York, New York 10024",18,"$300,000 - $499,999",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
10/28/2021 8:43,2021,October,572,,,Don't know / not applicable,,,,,,,,,,,
11/4/2021 12:51,2021,November,573,No,2,Agree somewhat,"Carlisle, MA 01741",18,"More than $750,000",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/5/2021 20:20,2021,November,574,No,2,Don't know / not applicable,"Shanghai, China; Princeton, NJ 08540",19,"More than $750,000",Asian,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/6/2021 0:41,2021,November,575,Yes,3,Agree somewhat,"Ossining, New York 10562",21,"Below $40,000",Hispanic,4th year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,Off campus,
11/6/2021 14:26,2021,November,576,No,2,Agree slightly,"New City, NY, 10956",19,"$100,000 - $174,999",Asian,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/6/2021 14:54,2021,November,577,No,1,Don't know / not applicable,"Brooklyn, New York",19,"$175,000 - $299,999",Hispanic,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/7/2021 15:04,2021,November,578,No,2,Agree somewhat,"Chappaqua, NY, 10514",20,"More than $750,000",Unknown,3rd year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
11/3/2021 8:25,2021,November,579,No,1,Agree slightly,"Newburyport, Massachusetts 01950",19,"$175,000 - $299,999",White (of European descent),2nd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
11/8/2021 12:33,2021,November,580,No,3,Agree slightly,Shenzhen Guangdong China,19,"$100,000 - $174,999",Asian,1st year undergraduate,No,College of Human Ecology,Gender non-conforming,Female,On campus,
11/8/2021 14:57,2021,November,581,No,0,Agree strongly,"Glen Head, New York 11545",18,"Below $40,000",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/8/2021 21:40,2021,November,582,No,1,Don't know / not applicable,"Seoul, South Korea 100-011",20,"More than $750,000",Asian,3rd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
11/9/2021 11:25,2021,November,583,No,0,Agree somewhat,"Dover, Massachusetts 02030",19,"More than $750,000",White (of European descent),2nd year undergraduate,Yes,College of Human Ecology,Woman,Female,On campus,
11/2/2021 13:20,2021,November,584,,,,,,,,,,,,,,
11/9/2021 16:24,2021,November,585,No,3,Agree slightly,"Arcadia, CA 91007",19,"$500,000 - $749,999",Asian,2nd year undergraduate,No,SC Johnson College of Business,Woman,Female,On campus,
11/2/2021 21:40,2021,November,586,,,,,,,,,,,,,,
11/10/2021 6:35,2021,November,587,No,1,Don't know / not applicable,"New York City, New York 10128",18,"More than $750,000",White (of European descent),1st year undergraduate,No,College of Human Ecology,Man,Male,On campus,
11/3/2021 8:48,2021,November,588,No,2,,,,,,,,,,,,
11/3/2021 9:18,2021,November,589,,,,,,,,,,,,,,
11/3/2021 9:19,2021,November,590,No,2,,,,,,,,,,,,
11/3/2021 13:32,2021,November,591,,,,,,,,,,,,,,
11/11/2021 0:06,2021,November,592,No,0,Agree slightly,"Herndon, Virginia, 20171",20,"$300,000 - $499,999",Asian,3rd year undergraduate,No,College of Engineering,Man,Male,Off campus,
11/3/2021 9:27,2021,November,593,,,Agree strongly,,,,,,,,,,,
11/11/2021 15:55,2021,November,594,No,0,Agree slightly,"Astoria, New York 11103",19,"Below $40,000",Asian,2nd year undergraduate,Yes,College of Agriculture and Life Sciences,Woman,Female,On campus,
11/12/2021 13:03,2021,November,595,No,1,Agree somewhat,"Harrison, New York 10528",18,"$100,000 - $174,999","White (of European descent),Asian,Pacific Islander,Mixed Race",1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/12/2021 20:33,2021,November,596,No,2,Don't know / not applicable,"Bronx, New York 10462",18,"$40,000 - $59,999",Asian,1st year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
11/6/2021 0:34,2021,November,597,,,,,,,,,,,,,,
11/6/2021 0:36,2021,November,598,,,,,,,,,,,,,,
11/6/2021 16:28,2021,November,599,,,,,,,,,,,,,,
11/14/2021 10:54,2021,November,600,No,1,Agree somewhat,"Seattle, Washington 98102",19,"$300,000 - $499,999",White (of European descent),2nd year undergraduate,Yes,College of Human Ecology,Woman,Female,On campus,
11/14/2021 11:36,2021,November,601,No,4,Don't know / not applicable,"Wayne, NJ 07470",20,"$175,000 - $299,999","White (of European descent),Asian",3rd year undergraduate,Yes,College of Human Ecology,Woman,Female,Off campus,
11/14/2021 14:10,2021,November,602,No,0,Agree strongly,"Reno, Nevada 89509",22,"$40,000 - $59,999",Asian,4th year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
11/14/2021 15:40,2021,November,603,Don't know,1,Agree strongly,"Boston, MA 02119",18,"Below $40,000",Black,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/14/2021 21:30,2021,November,604,No,2,Don't know / not applicable,"Austin, Texas, 78750",21,"$100,000 - $174,999",White (of European descent),4th year undergraduate,No,College of Arts and Sciences,Gender non-conforming,Female,On campus,
11/15/2021 18:45,2021,November,605,No,3,Agree slightly,"Ithaca, New York 14850",20,"$300,000 - $499,999",Asian,4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
11/15/2021 19:09,2021,November,606,No,3,Don't know / not applicable,"Tenafly, NJ, 07670",18,"More than $750,000",White (of European descent),1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/15/2021 21:41,2021,November,607,No,3,Disagree slightly,Shanghai,18,"More than $750,000",Asian,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/16/2021 8:59,2021,November,608,No,1,Agree somewhat,"10304, New York",19,"$500,000 - $749,999",White (of European descent),3rd year undergraduate,No,College of Human Ecology,Man,Male,Off campus,
11/16/2021 11:26,2021,November,609,Yes,1,Agree slightly,"Houston, TX 77406",18,"More than $750,000",Black,2nd year undergraduate,No,College of Human Ecology,Man,Male,Off campus,
11/16/2021 14:16,2021,November,610,No,0,Disagree slightly,"Paramus, New Jersey 07652",19,"$300,000 - $499,999",Asian,2nd year undergraduate,No,SC Johnson College of Business,Woman,Female,Off campus,
11/16/2021 16:39,2021,November,611,No,1,Agree somewhat,"Bay Village, OH 44140",21,"$300,000 - $499,999",White (of European descent),4th year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
11/16/2021 18:59,2021,November,612,,,,"Larchmont, NY 10538",19,"$300,000 - $499,999",White (of European descent),2nd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/16/2021 18:34,2021,November,613,No,4,Don't know / not applicable,"SEOUL, SOUTH KOREA",22,"More than $750,000",Unknown,3rd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
11/16/2021 15:21,2021,November,614,No,0,Don't know / not applicable,"Shanghai, China, 200231",18,"$100,000 - $174,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/16/2021 21:20,2021,November,615,No,0,Agree slightly,"new hyde park, new york,11040",18,"$100,000 - $174,999",Asian,1st year undergraduate,No,College of Human Ecology,Man,Male,On campus,
11/17/2021 8:35,2021,November,616,No,2,Agree strongly,"Warwick, RI 02886",19,"$500,000 - $749,999","White (of European descent),Hispanic",1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
11/17/2021 8:53,2021,November,617,No,1,Agree slightly,"Hanover, PA 17331",23,"$500,000 - $749,999",White (of European descent),4th year undergraduate,No,SC Johnson College of Business,Man,Male,Off campus,
11/11/2021 10:52,2021,November,618,,,,,,,,,,,,,,
11/18/2021 12:24,2021,November,619,No,0,Agree slightly,"New York, NY 10021",21,"$500,000 - $749,999",White (of European descent),3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
11/18/2021 13:09,2021,November,620,No,2,Agree slightly,"Washington, DC 20008",21,"$500,000 - $749,999",White (of European descent),4th year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
11/18/2021 17:34,2021,November,621,No,2,Agree slightly,"Aventura, Florida, 33180",20,"$500,000 - $749,999",White (of European descent),3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
11/18/2021 17:56,2021,November,622,No,8,Agree somewhat,NA,21,"$175,000 - $299,999",Asian,3rd year undergraduate,Yes,College of Human Ecology,Woman,Female,Off campus,
11/18/2021 18:37,2021,November,623,Don't know,0,Don't know / not applicable,"Port orange, fl, 32129",22,"Below $40,000",Unknown,4th year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/18/2021 18:48,2021,November,624,Yes,2-3 times,Disagree slightly,"San Antonio, TX 78237",21,"$40,000 - $59,999","White (of European descent),Hispanic",4th year undergraduate,No,"College of Architecture, Art and Planning",Woman,Female,On campus,
